FID,fstatus,akz,baujahr,fkt_faehig,bemerkung,oart,menge,rechts_w,hoch_w,land,gdb_geomattr_data,shape
wes.67594,2,,,3,,470,,423030,5811552,100000,,POINT (423030.4112999998 5811551.6304)
wes.67595,2,,,3,Stehendes Gewässer (See),410,0,444158,5892946,100000,,POINT (444157.72200000007 5892945.9089)
wes.67596,2,,,3,Löcknitz bei Klein Wall,410,,423171,5807917,100000,,POINT (423171.37409999967 5807917.099300001)
wes.67597,2,,,3,Löcknitz Große Wallbrücke,410,,420160,5807531,100000,,POINT (420159.8164999997 5807530.812999999)
wes.67598,1,,,1,,430,,352538,5770343,100000,,POINT (352537.7531000003 5770342.8574)
wes.67599,1,,,1,,430,,354621,5771720,100000,,POINT (354621.34810000006 5771720.3171)
wes.67600,2,,,3,Fließgewässer (Welse),414,,451242,5885531,100000,,POINT (451242.1914999997 5885530.745200001)
wes.67601,2,,,3,,480,1,448019,5730027,100000,,POINT (448019.45160000026 5730026.9263)
wes.67602,1,,,3,vorhandener Hydrant,450,3,425318,5774733,100000,,POINT (425318.3024000004 5774733.1855999995)
wes.67603,1,,,1,,430,,356621,5770650,100000,,POINT (356620.70770000014 5770649.6285)
wes.67604,2,,,3,,480,1,443043,5725952,100000,,POINT (443043.1958999997 5725951.9015)
wes.67605,2,,,3,,480,1,444455,5721924,100000,,POINT (444454.7182 5721924.3739)
wes.67606,2,,,3,,470,1,447388,5719180,100000,,POINT (447387.9378000004 5719180.4454)
wes.67607,1,,,1,,430,0,360846,5773443,100000,,POINT (360846.13630000036 5773443.288000001)
wes.67608,1,,,1,,430,,356452,5775635,100000,,POINT (356451.5767000001 5775635.3902)
wes.67609,1,,,1,,430,,357578,5778602,100000,,POINT (357577.98589999974 5778601.987)
wes.67610,1,,,1,,430,,356120,5778430,100000,,POINT (356120.2298999997 5778430.004899999)
wes.67611,1,,,1,,430,,355030,5777709,100000,,POINT (355030.19909999985 5777708.9484)
wes.67612,2,,,3,Restloch 28,410,,418500,5704235,100000,,POINT (418500.3076999998 5704235.4135)
wes.67613,2,,,3,,440,,418328,5703060,100000,,POINT (418328.05319999997 5703059.820499999)
wes.67614,1,,,1,,430,,353159,5775524,100000,,POINT (353159.1551999999 5775524.0836)
wes.67615,2,,,3,Röddelinsee / Hammelspring,410,,394078,5882629,100000,,POINT (394077.57739999983 5882628.6757)
wes.67616,2,,,3,Großer Mahlgastsee ,410,,394031,5885123,100000,,POINT (394030.6869999999 5885122.5907000005)
wes.67617,1,,,0,Oberflächenentnahme See,400,,444094,5768045,100000,,POINT (444093.9961000001 5768044.797700001)
wes.67618,2,,,3,,470,170,425806,5707422,100000,,POINT (425805.56350000016 5707421.9219)
wes.67619,2,,,3,Betonplatte Torfstich,410,,433007,5815073,100000,,POINT (433007.29279999994 5815072.5221)
wes.67620,2,,,3,Kiessee Gusow,410,,454991,5825326,100000,,POINT (454991.00019999966 5825325.9998)
wes.67621,1,,,1,,440,,313302,5873348,100000,,POINT (313302.3426000001 5873348.3431)
wes.67622,2,,,3,"Badestelle Weinbergsee
Meldung über AKT_FGD_LI KunzeP 07.05.2019",410,,455006,5817945,100000,,POINT (455005.9534999998 5817945.4188)
wes.67623,1,,,1,,440,,313209,5875079,100000,,POINT (313208.75930000003 5875078.5945)
wes.67624,1,,,0,,400,,334399,5851612,100000,,POINT (334399.14190000016 5851611.644300001)
wes.67625,2,,,0,Angabe zur Funktion fehlt,480,15,412955,5752601,100000,,POINT (412954.74700000044 5752600.5403)
wes.67626,1,,,0,,400,,335887,5852823,100000,,POINT (335887.49459999986 5852823.2963)
wes.67627,1,,,1,,430,,354149,5784940,100000,,POINT (354148.76329999976 5784939.604800001)
wes.67628,2,,,3,,410,0,456982,5889653,100000,,POINT (456982.01939999964 5889653.363)
wes.67629,1,,,1,,430,,355057,5784359,100000,,POINT (355056.70889999997 5784359.0108)
wes.67630,1,,,1,,430,,343960,5774746,100000,,POINT (343959.7243999997 5774746.2248)
wes.67631,1,,,1,,430,,346957,5780314,100000,,POINT (346956.92509999964 5780313.547599999)
wes.67632,1,,,1,,430,,345603,5774225,100000,,POINT (345603.19319999963 5774224.953500001)
wes.67633,1,,,1,,430,,355197,5786270,100000,,POINT (355197.3261000002 5786269.641799999)
wes.67634,1,,,1,,430,,345622,5778391,100000,,POINT (345622.1157999998 5778390.6943)
wes.67635,1,,,2,,470,150,453140,5717832,100000,,POINT (453140.46279999986 5717831.5802)
wes.67636,1,,,0,,400,,346630,5768388,100000,,POINT (346629.84130000044 5768388.1327)
wes.67637,1,,,0,,400,,348409,5773646,100000,,POINT (348409.32689999975 5773646.146)
wes.67638,1,,,1,,400,0,346294,5761527,100000,,POINT (346293.9380999999 5761526.5503)
wes.67639,2,,,3,Faules Fließ,410,0,396107,5869472,100000,,POINT (396107.03359999973 5869472.3431)
wes.67640,2,,,3,Hydrant vom Wasserverband Strausberg Erkner 2019 auf Funktionsfähigkeit überprüft,450,,422581,5827193,100000,,POINT (422580.5164999999 5827192.9208)
wes.67641,2,,,3,Hydrant vom Wasserverband Strausberg Erkner 2019 auf Funktionfähigkeit überprüft,450,,421985,5827982,100000,,POINT (421984.7002999997 5827982.2499)
wes.67642,2,,,3,Hydrant vom Wasserverband Strausberg Erkner 2019 auf Funktionsfähigkeit überprüft,450,,422076,5827459,100000,,POINT (422076.36429999955 5827458.9999)
wes.67643,2,,,3,,440,0,345359,5847152,100000,,POINT (345359.2122999998 5847151.9552)
wes.67644,2,,,3,,450,300,337244,5842285,100000,,POINT (337244.3914000001 5842284.6689)
wes.67645,1,,,0,,430,,323647,5889831,100000,,POINT (323647.36099999957 5889830.770300001)
wes.67646,1,,,0,,430,,322900,5886608,100000,,POINT (322899.6667999998 5886608.3902)
wes.67647,1,,,0,,430,,322729,5894372,100000,,POINT (322729.0621999996 5894372.4318)
wes.67648,1,,,0,,400,,338485,5843893,100000,,POINT (338485.29389999993 5843893.2359)
wes.67649,1,,,1,,400,,424964,5827601,100000,,POINT (424963.8733000001 5827600.592800001)
wes.67650,2,,,3,,440,0,343825,5846899,100000,,POINT (343825.05399999954 5846899.001499999)
wes.67651,2,,,3,T800,430,,419533,5720980,100000,,POINT (419532.88709999993 5720980.0724)
wes.67652,2,,,2,,470,105,417619,5721063,100000,,POINT (417619.1799999997 5721063.220000001)
wes.67653,2,,,3,T800,430,,415385,5721694,100000,,POINT (415384.8471999997 5721693.603499999)
wes.67654,2,,,3,T800,430,,416791,5721961,100000,,POINT (416790.7559000002 5721960.772399999)
wes.67655,2,,,0,Angabe zur Funktion fehlt,470,600,427271,5758193,100000,,POINT (427270.6743999999 5758192.794399999)
wes.67656,2,,,0,Angabe zur Funktion fehlt,440,0,426562,5757648,100000,,POINT (426561.97589999996 5757648.07)
wes.67657,1,,,1,,400,,417951,5716963,100000,,POINT (417951.4478000002 5716963.007200001)
wes.67658,1,,,1,,400,,419811,5716199,100000,,POINT (419810.77979999967 5716199.3904)
wes.67659,1,,,1,,400,,415454,5718729,100000,,POINT (415453.86479999963 5718728.683499999)
wes.67660,2,,,3,,410,,424752,5759541,100000,,POINT (424751.76999999955 5759541.4812)
wes.67661,2,,,3,GHHK Kornhorstbrücke,410,0,328493,5841423,100000,,POINT (328493.3280999996 5841423.3345)
wes.67662,2,,,1,Löschwasserbrunnen  ca50m NÖ,440,0,329774,5839517,100000,,POINT (329773.5069000004 5839517.334000001)
wes.67663,2,,,3,,480,,326048,5836914,100000,,POINT (326047.9013 5836914.1589)
wes.67664,2,,,1,LWE Brunnen ca.100 m NW,440,0,325552,5838400,100000,,POINT (325552.33939999994 5838399.533600001)
wes.67665,1,,,0,,440,,328540,5839094,100000,,POINT (328540.42640000023 5839094.0320999995)
wes.67666,1,,,0,,440,,328711,5840412,100000,,POINT (328711.40050000045 5840412.2424)
wes.67667,1,,,1,,400,,459143,5755986,100000,,POINT (459143.0734000001 5755986.038799999)
wes.67668,2,,,3,Löschwasserbrunnen 800 S am Kirchplatz in 15806 Zossen / OT Wünsdorf.,440,,394432,5779894,100000,,POINT (394431.7268000003 5779894.2447)
wes.67669,2,,,3,Hydrant an Kreuzung Mellenseestraße - Friedensstraße.,450,,394788,5780268,100000,,POINT (394787.9614000004 5780268.152000001)
wes.67670,2,,,3,"Löschwasserbrunnen 800 S im Zentrum v. Horstfelde, Kreuzung An d. Hauptstraße - Kleine Waldstraße.",440,,390278,5787019,100000,,POINT (390277.8649000004 5787018.7446)
wes.67671,2,,,3,"Hydrant H 100, Registriernummer 15 Schünower Straße ( B 246) - Ecke Am Waldrand.",450,,390112,5787320,100000,,POINT (390112.23539999966 5787319.5765)
wes.67672,2,,,3,"Hydrant H 100, Registriernummer 16, Schünower Straße (B 246)- Ecke Gartenstraße in 15806 Horstfelde.",450,,390259,5787315,100000,,POINT (390259.07940000016 5787315.3431)
wes.67673,2,,,3,Löschwasserbrunnen an der Schünower Straße (B246) vor Hausnummer 6.,440,,390474,5787306,100000,,POINT (390473.9215000002 5787306.082699999)
wes.67674,2,,,3,T800,430,,419064,5722593,100000,,POINT (419063.78000000026 5722593.2403)
wes.67675,1,,,0,,400,,351052,5770377,100000,,POINT (351051.9659000002 5770376.892000001)
wes.67676,1,,,0,,400,,351438,5767119,100000,,POINT (351437.77440000046 5767118.9746)
wes.67677,2,,,3,,470,200,351882,5767832,100000,,POINT (351881.9155000001 5767831.684599999)
wes.67678,2,,,0,,470,,433645,5780344,100000,,POINT (433645.3744000001 5780343.5176)
wes.67679,2,,,0,,440,,432545,5779234,100000,,POINT (432545.24629999977 5779234.4429)
wes.67680,2,,,0,,414,,427924,5790483,100000,,POINT (427924.0513000004 5790483.1631000005)
wes.67681,2,,,0,,440,,428888,5790753,100000,,POINT (428887.96279999986 5790753.375499999)
wes.67682,2,,,0,,424,,429085,5791316,100000,,POINT (429084.84130000044 5791315.6022)
wes.67683,1,,,1,,400,,414302,5817331,100000,,POINT (414301.73950000014 5817331.109200001)
wes.67684,2,,,3,,410,,458283,5761905,100000,,POINT (458283.4809999997 5761905.0759)
wes.67685,2,,,1,,440,,460735,5757091,100000,,POINT (460735.2840999998 5757090.872400001)
wes.67686,2,,,3,,470,,414857,5710119,100000,,POINT (414856.5957000004 5710119.0776)
wes.67687,2,,,3,T800,430,,416589,5720784,100000,,POINT (416589.45859999955 5720783.740700001)
wes.67688,2,,,3,T800,430,,418120,5722499,100000,,POINT (418120.14240000024 5722498.7071)
wes.67689,2,,,3,T800,430,,418480,5721371,100000,,POINT (418479.97339999955 5721371.4668000005)
wes.67690,2,,,2,Fischteich Dez.-März ohne Wasser,410,3,423758,5760875,100000,,POINT (423758.2344000004 5760874.956599999)
wes.67691,1,,,1,,400,,414640,5821470,100000,,POINT (414639.9782999996 5821470.0745)
wes.67692,2,,,3,,410,0,339026,5835179,100000,,POINT (339025.7083999999 5835178.7925)
wes.67693,2,,,3,,410,0,343322,5840147,100000,,POINT (343322.18230000045 5840146.998199999)
wes.67694,2,,,3,,440,0,334025,5839928,100000,,POINT (334025.1596999997 5839928.461100001)
wes.67695,1,,,1,,400,,336321,5839266,100000,,POINT (336321.2115000002 5839265.92)
wes.67696,2,,,3,,410,0,331786,5838235,100000,,POINT (331785.87629999965 5838235.4834)
wes.67697,2,,,3,,450,300,330820,5846151,100000,,POINT (330819.64940000046 5846151.147399999)
wes.67698,2,,,3,,440,0,336706,5840943,100000,,POINT (336705.98170000035 5840943.410800001)
wes.67699,2,,,3,Eichendorfer Mühle,410,,442370,5825887,100000,,POINT (442370.48790000007 5825887.356799999)
wes.67700,2,,,3,Hydrant Zeltplatz Klobichsee,450,,440817,5822921,100000,,POINT (440817.1858000001 5822921.1642)
wes.67701,2,,,2,,470,,418058,5711639,100000,,POINT (418058.24820000026 5711639.435900001)
wes.67702,2,,,2,Maxsee,410,,431817,5813195,100000,,POINT (431817.0362999998 5813194.9329)
wes.67703,2,,,3,Tiefbrunnen Maxseesiedlung,430,,431123,5814191,100000,,POINT (431122.5488999998 5814191.399900001)
wes.67704,1,,,1,Tiefbrunnen Hoppegarten geplant,430,,432506,5815864,100000,,POINT (432505.70430000033 5815864.361300001)
wes.67705,1,,,1,Tiefbrunnen Abt 3169 geplant,430,,435211,5817981,100000,,POINT (435211.2544999998 5817981.498400001)
wes.67706,1,,,1,Tiefbrunnen Schlagenthiner Weg geplant,430,,439020,5817028,100000,,POINT (439020.21270000003 5817027.6884)
wes.67707,2,,,3,Löschwasserbrunnen Rosenstraße,430,,439478,5818311,100000,,POINT (439477.9428000003 5818310.9201)
wes.67708,2,,,3,Angabe zur Funktion fehlt,410,0,424471,5757723,100000,,POINT (424470.79509999976 5757722.619200001)
wes.67709,2,,,3,,414,,424068,5758719,100000,,POINT (424068.142 5758719.2797)
wes.67710,2,,,3,,450,,423955,5751574,100000,,POINT (423955.2860000003 5751573.5338)
wes.67711,1,,,0,Kuhlmeier - Tonstich,424,,388687,5868485,100000,,POINT (388687.2012 5868484.6591)
wes.67712,1,,,0,,430,,387337,5864917,100000,,POINT (387337.0445999997 5864917.483899999)
wes.67713,1,,,0,,430,,387475,5866705,100000,,POINT (387475.12880000006 5866704.907199999)
wes.67714,1,,,0,,400,,379217,5709936,100000,,POINT (379216.8054999998 5709935.5275)
wes.67715,1,,,0,,430,,321836,5905104,100000,,POINT (321835.6330000004 5905104.1031)
wes.67716,1,,,0,,430,,325233,5903714,100000,,POINT (325232.7237 5903713.5178)
wes.67717,1,,,0,,430,,325735,5900597,100000,,POINT (325734.9896 5900597.4991)
wes.67718,2,,,3,,450,,389201,5873594,100000,,POINT (389200.6677000001 5873593.5108)
wes.67719,1,,,1,Neuanlage Flachspiegelbrunnen oder Tiefbrunnen an der brandgefährdeten Bahnstrecke Berlin - Dresden.,440,,394694,5782334,100000,,POINT (394693.73840000015 5782333.8083)
wes.67720,1,,,0,,400,,390565,5866079,100000,,POINT (390564.52419999987 5866079.032)
wes.67721,1,,,0,,424,,393692,5869488,100000,,POINT (393692.1919999998 5869487.9516)
wes.67722,1,,,1,Löschwasserentnahmestelle im untererschlossenen Waldgebiet mit hoher Gefährdungslage.,440,,393758,5783155,100000,,POINT (393757.90529999975 5783154.6798)
wes.67723,1,,,2,,400,,381869,5890984,100000,,POINT (381868.64829999954 5890984.120100001)
wes.67724,1,,,1,,400,,382965,5699042,100000,,POINT (382964.91280000005 5699041.9254)
wes.67725,1,,,1,Löschwasserbrunnen an der öffentlichen Mellenseestraße.,440,,393996,5781540,100000,,POINT (393996.03079999983 5781539.9244)
wes.67726,2,,,3,,450,,422161,5751067,100000,,POINT (422161.34049999993 5751067.191299999)
wes.67727,1,,,0,,400,,392458,5840303,100000,,POINT (392457.67929999996 5840302.5525)
wes.67728,1,,,0,,400,,448253,5791407,100000,,POINT (448252.8552000001 5791406.9552)
wes.67729,1,,,0,,400,,458063,5784449,100000,,POINT (458062.79559999984 5784448.9461)
wes.67730,1,,,2,,400,,384896,5740326,100000,,POINT (384896.14269999973 5740326.375)
wes.67731,1,,,0,,400,,408029,5752257,100000,,POINT (408029.2344000004 5752256.7754999995)
wes.67732,1,,,0,,400,,409097,5754122,100000,,POINT (409097.18740000017 5754121.933)
wes.67733,2,,,3,,450,,423937,5750394,100000,,POINT (423936.9258000003 5750394.178400001)
wes.67734,2,,,3,,450,,423657,5750319,100000,,POINT (423656.75100000016 5750319.171)
wes.67735,1,,,2,,470,,446359,5732201,100000,,POINT (446359.2572999997 5732201.344900001)
wes.67736,1,,,2,,440,,446359,5732200,100000,,POINT (446359.2572999997 5732200.2389)
wes.67737,2,,,3,,450,,421741,5751344,100000,,POINT (421740.5592 5751344.3784)
wes.67738,2,,,3,,450,,411452,5751715,100000,,POINT (411452.00540000014 5751715.463400001)
wes.67739,2,,,3,,450,,411528,5752656,100000,,POINT (411528.17059999984 5752655.516100001)
wes.67740,2,,,3,,450,,411190,5753607,100000,,POINT (411190.28330000024 5753606.8147)
wes.67741,1,,,0,,400,,408632,5750039,100000,,POINT (408632.1255999999 5750039.411)
wes.67742,1,,,0,,400,,417287,5753108,100000,,POINT (417286.9327999996 5753107.5901999995)
wes.67743,1,,,0,,400,,416215,5753670,100000,,POINT (416214.55429999996 5753669.500700001)
wes.67744,1,,,0,,400,,415411,5753452,100000,,POINT (415411.2597000003 5753451.859300001)
wes.67745,1,,,0,,400,,415775,5752589,100000,,POINT (415775.31439999957 5752589.208000001)
wes.67746,1,,,0,,400,,414932,5752839,100000,,POINT (414932.44859999977 5752838.5063000005)
wes.67747,1,,,0,,400,,413900,5753772,100000,,POINT (413899.64130000025 5753772.3857)
wes.67748,1,,,0,,400,,413243,5753990,100000,,POINT (413242.7599999998 5753990.0271000005)
wes.67749,1,,,0,,400,,411632,5754168,100000,,POINT (411632.2137000002 5754168.0974)
wes.67750,1,,,0,,400,,409163,5752783,100000,,POINT (409162.9731999999 5752783.106699999)
wes.67751,1,,,0,,400,,413840,5751754,100000,,POINT (413840.2845999999 5751754.2564)
wes.67752,2,,,3,"Betreiber Wasserverband, an Rohwasserfassung, Wirtschaftsweg des WAL",450,,412863,5698097,100000,,POINT (412863.3638000004 5698096.543299999)
wes.67753,2,,,3,"Betreiber Wasserverband, an Rohwasserfassung,Wirtschaftsweg des WAL",450,,413605,5698218,100000,,POINT (413605.12430000026 5698217.5243)
wes.67754,2,,,3,"Betreiber Wasserverband, an Rohwasserfassung, Wirtschaftsweg des WAL",450,,414908,5698936,100000,,POINT (414907.52550000045 5698936.336100001)
wes.67755,2,,,3,"Betreiber Wasserverband, an Rohwasserfassung, Wirtschaftsweg des WAL",450,,414657,5698803,100000,,POINT (414657.39910000004 5698803.293299999)
wes.67756,2,,,0,"Betreiber Wasserverband, an Rohwasserfassung, Wirtschaftsweg des WAL",450,,414696,5698525,100000,,POINT (414696.1662999997 5698525.3255)
wes.67757,2,,,3,"Betreiber Wasserverband, an Rohwasserfassung, Wirtschaftsweg des WAL",450,,415091,5698601,100000,,POINT (415091.4676000001 5698601.2424)
wes.67758,2,,,3,"Betreiber Wasserverband, an Rohwasserfassung, Wirtschaftsweg des WAL",450,,415983,5698763,100000,,POINT (415982.97479999997 5698762.818700001)
wes.67759,2,,,3,,450,,410152,5751076,100000,,POINT (410152.31909999996 5751075.834100001)
wes.67760,2,,,3,,450,,411585,5749741,100000,,POINT (411585.4195999997 5749741.362)
wes.67761,1,,,0,,400,,413428,5749772,100000,,POINT (413428.1124 5749772.4847)
wes.67762,2,,,3,,410,,366818,5882301,100000,,POINT (366818.16500000004 5882300.6143)
wes.67763,1,,,0,,400,,418966,5750664,100000,,POINT (418966.10610000044 5750664.1701)
wes.67764,1,,,2,vorhandener nicht genutzter  Tiefbrunnen,400,48,452220,5750142,100000,,POINT (452220.1162999999 5750141.7267)
wes.67765,2,,,2,,440,1,448698,5746576,100000,,POINT (448698.4238999998 5746576.0326000005)
wes.67766,2,,,2,,440,1,448723,5746794,100000,,POINT (448722.67700000014 5746794.3103)
wes.67767,1,,,0,,430,,429270,5789361,100000,,POINT (429270.1695999997 5789361.204399999)
wes.67768,1,,,1,von der Fördermittelstelle bewilligt,400,480,448919,5748474,100000,,POINT (448919.1487999996 5748474.4101)
wes.67769,1,,,1,,400,,266738,5887718,100000,,POINT (266738.1919 5887717.876800001)
wes.67770,1,,,0,,430,,327972,5886353,100000,,POINT (327972.08829999994 5886352.713500001)
wes.67771,1,,,0,,440,,294470,5877017,100000,,POINT (294469.5011 5877017.1543000005)
wes.67772,2,,,3,,440,,422231,5754824,100000,,POINT (422230.5872999998 5754824.119899999)
wes.67773,2,,,3,,440,,421674,5754788,100000,,POINT (421673.9721999997 5754787.562100001)
wes.67774,1,,,1,vorheriges Absuchen nach Kampfmitteln erforderlich,400,,387957,5884794,100000,,POINT (387957.1202999996 5884793.7422)
wes.67775,2,,,3,,440,,426560,5757655,100000,,POINT (426559.51099999994 5757655.3347)
wes.67776,2,,,3,,440,,427372,5759723,100000,,POINT (427371.8521999996 5759722.7798)
wes.67777,2,,,3,,440,,428591,5757946,100000,,POINT (428591.4780000001 5757946.0188)
wes.67778,2,,,3,Angabe zur Funktion fehlt,440,0,427319,5756106,100000,,POINT (427319.1695999997 5756106.206800001)
wes.67779,1,,,0,,400,,422254,5756294,100000,,POINT (422253.5223000003 5756294.4922)
wes.67780,1,,,0,,400,,422207,5757309,100000,,POINT (422206.74909999967 5757308.8616)
wes.67781,1,,,1,,400,,449088,5820859,100000,,POINT (449088.10780000035 5820858.559900001)
wes.67782,2,,,3,,440,,384212,5846226,100000,,POINT (384211.6034000004 5846226.461300001)
wes.67783,1,,,1,,400,,449910,5823420,100000,,POINT (449910.3965999996 5823419.609200001)
wes.67784,2,,,3,voll funktionsfähig,410,0,404964,5843136,100000,,POINT (404964.02990000043 5843136.202400001)
wes.67785,1,,,1,,400,,452091,5824883,100000,,POINT (452091.0920000002 5824883.0659)
wes.67786,2,,,3,,440,,384557,5846651,100000,,POINT (384557.25239999965 5846651.203299999)
wes.67787,2,,,2,"WBS Konzept, Objekt Forst Zinna, Betonbecken 80 x 16m, Löschwasserbecken für Hubschrauber",470,0,370702,5769320,100000,,POINT (370701.74909999967 5769320.151900001)
wes.67788,2,,,3,,440,,421346,5754815,100000,,POINT (421346.46470000036 5754814.9275)
wes.67789,2,,,3,,440,,421121,5755076,100000,,POINT (421121.44209999964 5755076.4383000005)
wes.67790,1,,,0,,400,,421822,5755515,100000,,POINT (421822.2410000004 5755514.5899)
wes.67791,1,,,1,,400,,363460,5820862,100000,,POINT (363460.32540000044 5820862.1921999995)
wes.67792,1,,,0,,400,,420249,5754777,100000,,POINT (420249.2558000004 5754777.104699999)
wes.67793,2,,,3,Angabe zur Funktion fehlt,440,0,420417,5752688,100000,,POINT (420417.233 5752687.677100001)
wes.67794,2,,,3,,440,,422104,5752699,100000,,POINT (422104.3883999996 5752699.040999999)
wes.67795,1,,,0,am Nexdorfer Weg,400,,390088,5721295,100000,,POINT (390087.7385 5721295.4679000005)
wes.67796,2,,,0,,430,0,353382,5765848,100000,,POINT (353381.6155000003 5765848.476600001)
wes.67797,1,,,0,Toter Mann,400,,393531,5723686,100000,,POINT (393531.35830000043 5723685.7762)
wes.67798,1,,,0,,400,,386449,5845645,100000,,POINT (386449.20529999956 5845645.328)
wes.67799,1,,,0,,400,,423071,5751567,100000,,POINT (423070.7838000003 5751567.103800001)
wes.67800,1,,,1,,400,,366476,5822165,100000,,POINT (366475.5181 5822164.6576000005)
wes.67801,1,,,1,,400,,364811,5820636,100000,,POINT (364810.6091 5820635.8685)
wes.67802,1,,,1,,400,,370227,5818973,100000,,POINT (370227.1699999999 5818972.984300001)
wes.67803,1,,,1,,400,,367297,5816124,100000,,POINT (367296.81060000043 5816123.873299999)
wes.67804,1,,,0,,400,,457326,5768977,100000,,POINT (457326.3474000003 5768976.891000001)
wes.67805,2,,,3,,470,,364043,5821819,100000,,POINT (364042.9293999998 5821818.5571)
wes.67806,2,,,3,,470,,370380,5818291,100000,,POINT (370379.7895999998 5818291.078)
wes.67807,2,,,3,,480,,460417,5766009,100000,,POINT (460417.45150000043 5766009.0909)
wes.67808,2,,,3,,480,0,461166,5768525,100000,,POINT (461166.16920000035 5768524.7334)
wes.67809,2,,,3,,410,,461238,5770712,100000,,POINT (461238.06099999975 5770711.651000001)
wes.67810,2,,,3,,470,0,457207,5773165,100000,,POINT (457207.47420000006 5773164.545600001)
wes.67811,2,,,3,,430,0,457594,5773752,100000,,POINT (457594.21470000036 5773751.732799999)
wes.67812,2,,,3,,470,,457522,5773620,100000,,POINT (457521.9331 5773619.925000001)
wes.67813,2,,,3,,470,0,455852,5771195,100000,,POINT (455852.32770000026 5771194.658500001)
wes.67814,2,,,3,,430,,455830,5770775,100000,,POINT (455829.6917000003 5770775.4289)
wes.67815,2,,,3,,470,0,455663,5770600,100000,,POINT (455663.4921000004 5770600.176100001)
wes.67816,1,,,0,,400,,462127,5768307,100000,,POINT (462127.2279000003 5768307.452400001)
wes.67817,2,,,2,,440,,454727,5793090,100000,,POINT (454726.9406000003 5793090.4673)
wes.67818,2,,,2,,440,,454141,5795146,100000,,POINT (454141.42819999997 5795146.0076)
wes.67819,1,,,0,,400,,450905,5777758,100000,,POINT (450904.9500000002 5777758.15)
wes.67820,2,,,2,,440,,453786,5794601,100000,,POINT (453786.1138000004 5794601.411)
wes.67821,1,,,2,Seebad Rüdersdorf,400,,416737,5812831,100000,,POINT (416736.74010000005 5812831.463199999)
wes.67822,2,,,0,,440,,454308,5794218,100000,,POINT (454307.6169999996 5794218.4131000005)
wes.67823,2,,,2,,440,,454178,5792493,100000,,POINT (454177.94799999986 5792492.7412)
wes.67824,2,,,3,Hydrant Fürstenwalder Straße,450,,419943,5813293,100000,,POINT (419942.72250000015 5813293.184)
wes.67825,2,,,0,Hydrant Woltersdorfer Straße,450,,417920,5813013,100000,,POINT (417919.6665000003 5813012.732000001)
wes.67826,2,,,0,Hydrant Gut Herzfelde,450,,422962,5813758,100000,,POINT (422961.9735000003 5813758.329299999)
wes.67827,1,,,0,,440,,305702,5863312,100000,,POINT (305702.01970000006 5863311.794600001)
wes.67828,2,,,3,,470,,334983,5881636,100000,,POINT (334983.06960000005 5881635.546800001)
wes.67829,1,,,0,,440,,300338,5868557,100000,,POINT (300337.8596000001 5868556.5951000005)
wes.67830,1,,,0,,440,,299972,5867057,100000,,POINT (299972.31319999974 5867056.694399999)
wes.67831,1,,,0,,400,,455352,5777307,100000,,POINT (455352.1500000004 5777307.49)
wes.67832,1,,,0,,400,,385590,5843595,100000,,POINT (385589.97919999994 5843595.195800001)
wes.67833,1,,,0,Wegestück nach Süden zu kann bis zur nächsten Ost-West-Anbindung gelöscht werden (wg. Übererschließu,400,,395869,5853801,100000,,POINT (395869.0884999996 5853800.707699999)
wes.67834,1,,,0,,440,,296919,5872268,100000,,POINT (296919.1057000002 5872267.9299)
wes.67835,1,,,0,,440,,297770,5870863,100000,,POINT (297769.94070000015 5870862.618100001)
wes.67836,1,,,0,,400,,398200,5854022,100000,,POINT (398199.6741000004 5854021.5)
wes.67837,1,,,1,,400,,456072,5781473,100000,,POINT (456072.3973000003 5781473.407199999)
wes.67838,1,,,0,,420,,397145,5871800,100000,,POINT (397145.28610000014 5871800.0525)
wes.67839,1,,,0,,430,,397989,5871549,100000,,POINT (397988.76779999956 5871548.7497000005)
wes.67840,2,,,0,,410,,393135,5882407,100000,,POINT (393134.5285 5882406.665200001)
wes.67841,1,,,0,,420,,399959,5870789,100000,,POINT (399959.4868999999 5870789.369200001)
wes.67842,1,,,0,,420,,386568,5879416,100000,,POINT (386568.2352 5879415.8433)
wes.67843,1,,,0,,450,,388875,5873707,100000,,POINT (388875.4779000003 5873707.1763)
wes.67844,1,,,0,,420,,393699,5867807,100000,,POINT (393698.52890000027 5867806.8301)
wes.67845,2,,,3,,450,300,363224,5821172,100000,,POINT (363224.4650999997 5821171.6778)
wes.67846,2,,,3,Oberflächenwasser See,410,0,453108,5803367,100000,,POINT (453107.58110000007 5803367.279200001)
wes.67847,2,,,2,Angabe zur Funktion fehlt,470,0,456534,5795813,100000,,POINT (456533.5412999997 5795813.1746)
wes.67848,2,,,2,,440,,448903,5801828,100000,,POINT (448903.06259999983 5801828.448100001)
wes.67849,2,,,2,,480,0,448981,5808759,100000,,POINT (448981.3618999999 5808759.264699999)
wes.67850,2,,,0,,470,,448334,5808854,100000,,POINT (448334.03110000025 5808853.874600001)
wes.67851,2,,,2,,470,,446529,5790547,100000,,POINT (446529.2039999999 5790546.888699999)
wes.67852,2,,,3,,430,,447264,5767373,100000,,POINT (447264.36390000023 5767372.9300999995)
wes.67853,2,,,3,,430,,447411,5767666,100000,,POINT (447410.79810000025 5767666.1809)
