FID,fstatus,akz,baujahr,fkt_faehig,bemerkung,oart,menge,rechts_w,hoch_w,land,gdb_geomattr_data,shape
wes.66087,2,,,3,"FLT, kein Saugrohr, beschildern",470,215,381587,5700059,100000,,POINT (381586.6799999997 5700058.68)
wes.66088,2,,,3,gezäunter Feuerlöschteich,470,190,406289,5700354,100000,,POINT (406289.38999999966 5700353.82)
wes.66089,2,,,2,"Brunnen, Funktion prüfen",450,0,376973,5703173,100000,,POINT (376973.3520999998 5703172.8234)
wes.66090,2,,,3,"FLT, mit Flachwasserzone",470,250,404249,5703843,100000,,POINT (404249.45999999996 5703843.4)
wes.66091,2,,,3,Flachspiegelbrunnen,440,0,381593,5704260,100000,,POINT (381592.70330000017 5704260.1591)
wes.66092,2,,,3,Flachspiegelbrunnen,440,0,383376,5704380,100000,,POINT (383376.2971000001 5704379.7622)
wes.66093,2,,,2,"Brunnen, Funktion prüfen",450,0,376698,5704473,100000,,POINT (376698.3706 5704473.308)
wes.66094,2,,,3,,470,160,394740,5704498,100000,,POINT (394740.3300000001 5704498.17)
wes.66095,2,,,3,Flachspiegelbrunnen,440,0,381476,5704536,100000,,POINT (381476.14740000013 5704535.636299999)
wes.66096,2,,,3,Flachspiegelbrunnen,440,0,380862,5704855,100000,,POINT (380861.92090000026 5704854.888900001)
wes.66097,2,,,3,,470,160,394916,5704863,100000,,POINT (394915.6200000001 5704863.33)
wes.66098,2,,,3,,470,160,396010,5704997,100000,,POINT (396010.36000000034 5704996.789999999)
wes.66099,2,,,3,,470,0,395821,5705712,100000,,POINT (395820.8389999997 5705711.856000001)
wes.66100,2,,,3,,470,143,405208,5708700,100000,,POINT (405207.7599999998 5708700.199999999)
wes.66101,2,,,3,,470,170,406335,5708772,100000,,POINT (406334.6799999997 5708771.720000001)
wes.66102,2,,,3,,470,460,400834,5708893,100000,,POINT (400833.83999999985 5708892.66)
wes.66103,2,,,3,,470,280,405571,5709011,100000,,POINT (405570.73000000045 5709011.23)
wes.66104,2,,,3,"Brunnen, Funktion prüfen",450,0,375748,5710036,100000,,POINT (375748.4523 5710035.7447)
wes.66105,2,,,3,,470,160,401445,5710308,100000,,POINT (401445.1900000004 5710308.0600000005)
wes.66106,2,,,3,"FLT, kein Saugrohr, beschildern",470,250,376156,5710375,100000,,POINT (376156.01999999955 5710374.800000001)
wes.66107,2,,,3,"Brunnen, Funktion prüfen",450,0,375586,5710572,100000,,POINT (375586.25569999963 5710571.8178)
wes.66108,3,108009000265,2010,3,Löschwasserteich,470,200,460656,5710911,100000,,POINT (460655.5795 5710910.6351)
wes.66109,2,,,3,"Brunnen, Funktion überprüfen",430,0,375513,5711095,100000,,POINT (375512.5892000003 5711094.975099999)
wes.66110,2,,,2,"Brunnen, Funktion prüfen",430,0,379488,5712031,100000,,POINT (379487.9927000003 5712031.4058)
wes.66111,2,,,3,"FLT, kein Saugrohr vorhanden",470,0,390708,5712577,100000,,POINT (390707.7548000002 5712576.9506)
wes.66112,2,,,3,"Brunnen, Funktion überprüfen ",440,0,374602,5713079,100000,,POINT (374601.5576999998 5713078.6009)
wes.66113,2,,,3,,470,140,452792,5713393,100000,,POINT (452791.6161000002 5713393.1329)
wes.66114,2,,,2,Funktion überprüfen,440,0,380344,5713463,100000,,POINT (380343.8463000003 5713463.2203)
wes.66115,3,108411000037,2011,3,Löschwasserbrunnen,410,0,380048,5713905,100000,,POINT (380048.0700000003 5713905.420499999)
wes.66116,2,,,3,,470,190,393511,5714026,100000,,POINT (393511.1799999997 5714026.09)
wes.66117,2,,,3,,470,160,410777,5714074,100000,,POINT (410777.4900000002 5714073.6899999995)
wes.66118,2,,,1,"Brunnen, Funktion prüfen",430,0,383710,5714159,100000,,POINT (383709.59219999984 5714158.6054)
wes.66119,3,108411000037,2011,3,,440,0,381004,5714598,100000,,POINT (381004.24870000035 5714597.7324)
wes.66120,2,,,3,,470,160,412679,5714965,100000,,POINT (412678.6299999999 5714964.58)
wes.66121,2,,,3,"Brunnen, Funktion überprüfen",430,0,380647,5715042,100000,,POINT (380647.4537000004 5715041.511499999)
wes.66122,2,,,3,,470,200,419460,5715130,100000,,POINT (419460.2866000002 5715130.4703)
wes.66123,2,,,3,,470,170,412280,5715355,100000,,POINT (412279.95999999996 5715355.199999999)
wes.66124,2,,,3,,450,0,419393,5715380,100000,,POINT (419392.77859999985 5715380.164899999)
wes.66125,2,,,3,"Brunnen, Funktion prüfen",430,0,383136,5715427,100000,,POINT (383136.17819999997 5715427.3519)
wes.66126,2,,,3,,450,0,419248,5715468,100000,,POINT (419248.1330000004 5715467.7016)
wes.66127,3,108009000318,2010,3,Löschwasserbrunnen,440,0,380118,5715546,100000,,POINT (380118.2385999998 5715545.6789)
wes.66128,2,,,3,"off. Gew. - Schmerkendorfer, kein Saugrohr vorhan.",410,0,379035,5715700,100000,,POINT (379034.6135 5715699.6559)
wes.66129,2,,,3,off. Gewässer (Rödergraben),410,0,383281,5715733,100000,,POINT (383280.8411999997 5715733.1953)
wes.66130,2,,,3,,450,0,419460,5715848,100000,,POINT (419460.2854000004 5715848.4879)
wes.66131,2,,,3,,470,160,413077,5716011,100000,,POINT (413077.2599999998 5716010.6899999995)
wes.66132,2,,,3,Zaun kaputt,470,140,454263,5716479,100000,,POINT (454263.22080000024 5716479.241599999)
wes.66133,2,,,2,"Brunnen, Funktion überprüfen ",440,0,380411,5716662,100000,,POINT (380411.3340999996 5716662.340600001)
wes.66134,2,,,3,"FLT, Saugrohr vorhanden",470,280,373329,5718054,100000,,POINT (373328.51350000035 5718053.550000001)
wes.66135,2,,,3,"Brunnen, Funktion überprüfen ",450,0,373420,5718256,100000,,POINT (373419.9793999996 5718256.1109)
wes.66136,2,,,3,,470,160,392352,5718454,100000,,POINT (392351.9486999996 5718454.164899999)
wes.66137,2,,,3,"off. Gewässer-Falkenb. Prause, kein Saugrohr vorh.",410,0,378045,5718724,100000,,POINT (378045.44130000006 5718724.261399999)
wes.66138,2,,,3,"Brunnen, Funktion überprüfen ",440,0,377210,5718859,100000,,POINT (377210.08970000036 5718859.397700001)
wes.66139,2,,,3,"Brunnen, Funktion überprüfen ",440,0,373541,5718950,100000,,POINT (373540.9271999998 5718949.9077)
wes.66140,2,,,3,"FLT, kein Saugrohr vorhanden",470,250,394105,5719064,100000,,POINT (394105.3300000001 5719064.25)
wes.66141,2,,,3,"Brunnen, Funktion überprüfen ",440,0,376103,5719075,100000,,POINT (376103.14240000024 5719074.776000001)
wes.66142,2,,,3,,470,140,461488,5719194,100000,,POINT (461488.1146 5719194.368000001)
wes.66143,2,,,3,"FLT, Saugrohr vorhanden",470,190,391001,5719315,100000,,POINT (391000.6299999999 5719315.050000001)
wes.66144,3,108009000318,2010,3,Löschwasserbrunnen,440,0,379908,5719421,100000,,POINT (379907.5031000003 5719420.5243)
wes.66145,2,,,3,"schlechte Beschilderung, Anlage muß gestrichen wer",480,60,462424,5719504,100000,,POINT (462423.71520000044 5719503.9879)
wes.66146,2,,,3,,410,0,454647,5719574,100000,,POINT (454646.90869999956 5719573.9999)
wes.66147,2,,,3,,470,190,456004,5719586,100000,,POINT (456004.3491000002 5719586.254799999)
wes.66148,3,108009000318,2010,3,Löschwasserbrunnen,410,0,379923,5720119,100000,,POINT (379922.56520000007 5720119.366)
wes.66149,3,108009000318,2010,3,Löschwasserbrunnen,440,0,380921,5720284,100000,,POINT (380921.22979999986 5720283.9081)
wes.66150,2,,,3,"FLT, kein Saugrohr vorhanden",470,250,395131,5720370,100000,,POINT (395131.13999999966 5720370.039999999)
wes.66151,2,,,2,"Brunnen, Funktion überprüfen",430,0,378352,5720600,100000,,POINT (378351.56680000015 5720599.984300001)
wes.66152,2,,,3,"off. Gewässer - Rössner, kein Saugrohr vorhanden",410,0,376782,5720884,100000,,POINT (376781.5201000003 5720883.6664)
wes.66153,2,,,2,"Brunnen, Funktion überprüfen",430,0,380782,5720913,100000,,POINT (380782.1063000001 5720913.0557)
wes.66154,2,,,3,"FLT, kein Saugrohr vorhanden",470,130,392365,5721364,100000,,POINT (392365.36000000034 5721364.25)
wes.66155,2,,,3,"off. Gewässer-Ferm Baggerteich, kein Saugrohr vorh.",410,0,372461,5721433,100000,,POINT (372460.8705000002 5721433.1686)
wes.66156,2,,,3,"FLT, Saugrohr vorhanden",470,450,392193,5721997,100000,,POINT (392193 5721997)
wes.66157,2,,,3,ohne erkennbare Mängel,480,90,451459,5722583,100000,,POINT (451458.6889000004 5722583.0734)
wes.66158,2,,,2,"Brunnen, Saugrohr vorhanden, Funktion überprüfen ",430,0,394503,5722770,100000,,POINT (394503 5722770)
wes.66159,2,,,3,"Brunnen, Funktion überprüfen ",440,0,373502,5722986,100000,,POINT (373502.4031999996 5722986.021199999)
wes.66160,2,,,3,"Graben, kein Saugrohr",420,0,371572,5723079,100000,,POINT (371572.3669999996 5723079.3749)
wes.66161,2,,,2,"FLT, kein Saugrohr vorhanden, Folie brüchig",470,0,383538,5723876,100000,,POINT (383538.3841000004 5723876.1577)
wes.66162,2,,,3,,440,0,458314,5752185,100000,,POINT (458313.7252000002 5752185.453500001)
wes.66163,2,,,3,"Brunnen, Funktion überprüfen ",430,0,371937,5724144,100000,,POINT (371936.82749999966 5724144.3752999995)
wes.66164,2,,,3,"off. Gewässer, Graben, kein Saugrohr",410,0,379627,5724245,100000,,POINT (379627.2933 5724245.4102)
wes.66165,2,,,3,"FLT, kein Saugrohr vorhanden",470,250,390028,5724666,100000,,POINT (390028.0889999997 5724665.5001)
wes.66166,2,,,3,"FLT, kein Saugrohr vorhanden",470,190,389020,5725172,100000,,POINT (389020.20999999996 5725172.5)
wes.66167,2,,,3,,470,170,414300,5726455,100000,,POINT (414300.04000000004 5726454.710000001)
wes.66168,2,,,3,,470,160,417836,5727148,100000,,POINT (417835.6900000004 5727148)
wes.66169,2,,,3,,470,190,414433,5728011,100000,,POINT (414433.0700000003 5728011.09)
wes.66170,2,,,3,,460,0,399193,5728872,100000,,POINT (399193.2591000004 5728871.5600000005)
wes.66171,2,,,3,,460,0,399588,5729304,100000,,POINT (399588.3184000002 5729304.138499999)
wes.66172,2,,,0,Angabe zur Funktion fehlt,480,100,445977,5729667,100000,,POINT (445976.65299999993 5729667.051100001)
wes.66173,2,,,3,,460,0,400547,5729950,100000,,POINT (400546.98890000023 5729950.2862)
wes.66174,2,,,3,,420,0,399580,5730373,100000,,POINT (399580.0510999998 5730373.0931)
wes.66175,2,,,3,"offenes Gewässer, Saugrohranschluss vorhanden",410,0,380622,5730470,100000,,POINT (380621.7757000001 5730469.610300001)
wes.66176,2,,,3,Staustufe,460,0,401045,5730477,100000,,POINT (401044.9625000004 5730476.7882)
wes.66177,2,,,3,,470,143,416291,5731098,100000,,POINT (416291.3099999996 5731098.43)
wes.66178,2,2012,,3,neu,410,0,402102,5731318,100000,,POINT (402102.43340000045 5731318.1471)
wes.66179,2,,,3,"off. Gewässer, Saugrohranschluss vorhanden ",410,0,379023,5731998,100000,,POINT (379022.82919999957 5731998.015000001)
wes.66180,2,,,3,,470,190,399902,5732758,100000,,POINT (399902.25 5732757.76)
wes.66181,2,,,3,"off. Gewässer, Saugrohranschluss vorhanden ",410,0,378223,5732758,100000,,POINT (378223.3559999997 5732758.2984)
wes.66182,2,,,3,natürliches Gewässer,420,0,403113,5733041,100000,,POINT (403113.1133000003 5733040.9618)
wes.66183,2,,,2,"Bewirtschafteter Fischteich, zeitweise kein Wasser im Teich",410,0,419955,5733221,100000,,POINT (419954.59279999975 5733220.6952)
wes.66184,2,,,2,"Bewirtschafteter Fischteich, zeitweise kein Wasser im Teich",410,0,418844,5733670,100000,,POINT (418844.23170000035 5733670.4618)
wes.66185,2,,,3,"offenes Gewässer, Saugrohranschluss vorhanden, Liefermenge-sehr viel",410,0,377133,5733780,100000,,POINT (377132.9258000003 5733780.429300001)
wes.66186,2,,,3,sollte nachbefüllt werden,470,200,406455,5733962,100000,,POINT (406454.54849999957 5733962.0978999995)
wes.66187,2,,,2,"Bewirtschafteter Fischteich, zeitweise kein Wasser im Teich",410,0,416314,5734084,100000,,POINT (416313.5471000001 5734084.0657)
wes.66188,2,,,3,"FLT, kein Saugrohr vorhanden",470,190,391722,5734147,100000,,POINT (391721.53000000026 5734146.800000001)
wes.66189,2,,,3,Angabe zur Funktion fehlt,470,150,400124,5734345,100000,,POINT (400124.09839999955 5734344.809699999)
wes.66190,2,,,3,,470,150,404604,5734637,100000,,POINT (404603.60759999976 5734637.0579)
wes.66191,2,,,3,,470,170,414729,5734893,100000,,POINT (414728.88350000046 5734892.716)
wes.66192,2,,,1,Diese Löschwasserteich ist in der Örtlichkeit NICHT existent!,470,170,414826,5735278,100000,,POINT (414826.4406000003 5735277.524800001)
wes.66193,2,,,3,"FLT, kein Saugrohr vorhanden",470,190,390333,5735565,100000,,POINT (390333.4400000004 5735565.32)
wes.66194,2,,,3,,470,200,406704,5735683,100000,,POINT (406703.57639999967 5735683.1577)
wes.66195,2,,,3,"FLT, Saugrohr vorhanden",470,190,387856,5735799,100000,,POINT (387855.83999999985 5735799.140000001)
wes.66196,2,,,3,,470,180,410357,5736043,100000,,POINT (410357.08210000023 5736042.613500001)
wes.66197,2,,,3,,470,200,407349,5736158,100000,,POINT (407349.13790000044 5736158.330399999)
wes.66198,2,,,3,,470,200,401383,5736280,100000,,POINT (401382.6096999999 5736280.1599)
wes.66199,2,,,3,,470,150,404634,5736353,100000,,POINT (404634.17080000043 5736352.5199)
wes.66200,2,,,3,,470,180,409530,5736713,100000,,POINT (409530.3970999997 5736712.786699999)
wes.66201,2,,,3,,470,200,398712,5736845,100000,,POINT (398711.66339999996 5736845.4519)
wes.66202,2,,,3,,470,150,405355,5736855,100000,,POINT (405355.3010999998 5736854.8606)
wes.66203,2,,,3,"FLT, Saugrohr vorhanden",470,170,390563,5737116,100000,,POINT (390563.46999999974 5737116.42)
wes.66204,2,,,3,,470,200,400411,5737261,100000,,POINT (400411.05950000044 5737261.0461)
wes.66205,2,,,3,"FLT, kein Saugrohr vorhanden",470,190,386735,5737453,100000,,POINT (386735.0499999998 5737453.27)
wes.66206,2,,,2,"FLT, kein Saugr., Folie defekt",470,170,396438,5737862,100000,,POINT (396437.91000000015 5737861.6899999995)
wes.66207,2,,,3,,470,0,466220,5738098,100000,,POINT (466220.48500000034 5738097.537799999)
wes.66208,2,,,3,,470,0,465957,5738334,100000,,POINT (465956.8331000004 5738333.641100001)
wes.66209,2,,,3,Angabe zur Funktion fehlt,470,150,401964,5738394,100000,,POINT (401963.7937000003 5738394.4712000005)
wes.66210,2,,,3,"Brunnen, Saugrohr vorhanden ",430,0,380300,5738402,100000,,POINT (380300.16899999976 5738402.4497)
wes.66211,2,,,3,"FLT, kein Saugr., Folie defekt",470,170,392527,5738425,100000,,POINT (392527.25 5738425.359999999)
wes.66212,2,,,2,"Biotopteich, nur im Ausnahmefall nutzen",470,200,400290,5738620,100000,,POINT (400289.66700000037 5738619.801899999)
wes.66213,2,,,2,,410,0,415780,5738626,100000,,POINT (415780.05289999954 5738626.3444)
wes.66214,3,108411000053,2012,3,,470,170,395389,5738803,100000,,POINT (395389.2516000001 5738802.8476)
wes.66215,2,,,3,,470,180,405275,5739297,100000,,POINT (405275.0636 5739297.058)
wes.66216,2,,,2,Angabe zur Funktion fehlt,470,180,406760,5739807,100000,,POINT (406760.04789999966 5739806.793199999)
wes.66217,2,,,3,,470,200,401017,5739913,100000,,POINT (401017.44600000046 5739912.6766)
wes.66218,2,,,3,,470,190,462464,5739936,100000,,POINT (462463.75490000006 5739935.834000001)
wes.66219,2,,,3,,420,0,466444,5740758,100000,,POINT (466443.8033999996 5740758.3357)
wes.66220,2,,,3,,480,80,462454,5741005,100000,,POINT (462453.5217000004 5741004.628900001)
wes.66221,2,,,2,Umfriedung defekt,470,190,466313,5745335,100000,,POINT (466312.6146999998 5745335.035700001)
wes.66222,2,,,3,,470,120,448701,5746551,100000,,POINT (448701.2684000004 5746550.51)
wes.66223,2,,,1,nicht vorhanden Rückbau wegen Tagebau,470,190,473104,5746749,100000,,POINT (473103.94689999986 5746748.9244)
wes.66224,2,,,1,"Nicht vorhanden,Rückbau wegen Tagebau",470,190,472336,5747727,100000,,POINT (472336.2092000004 5747727.0096)
wes.66225,2,,,1,"nicht Vorhanden,Rückbau wegen Tagebau",480,90,471104,5747779,100000,,POINT (471103.82770000026 5747778.556)
wes.66226,3,108010000239,2010,3,Flachspiegelbrunnen,440,0,375343,5748242,100000,,POINT (375343.2260999996 5748242.0835)
wes.66227,2,,,3,,480,90,471382,5748639,100000,,POINT (471382.06350000016 5748638.949999999)
wes.66228,2,,,3,,480,30,449943,5749157,100000,,POINT (449943.13379999995 5749156.6042)
wes.66229,3,108010000239,2010,3,Flachspiegelbrunnen,440,0,374048,5749259,100000,,POINT (374047.6196999997 5749259.385500001)
wes.66230,2,,,3,,480,0,458074,5749968,100000,,POINT (458073.8866999997 5749967.515900001)
wes.66231,2,,,3,,470,170,474138,5750043,100000,,POINT (474137.62799999956 5750042.738600001)
wes.66232,2,,,0,Angabe zur Funktion fehlt,410,0,406634,5750187,100000,,POINT (406633.7492000004 5750186.669299999)
wes.66233,2,,,3,,470,120,454555,5750213,100000,,POINT (454555.25009999983 5750213.2084)
wes.66234,2,,,0,Angabe zur Funktion fehlt,410,0,402147,5750344,100000,,POINT (402146.95189999975 5750344.1143)
wes.66235,2,,,0,Angabe zur Funktion fehlt,470,150,409342,5750357,100000,,POINT (409341.55420000013 5750357.0615)
wes.66236,2,,,0,Angabe zur Funktion fehlt,410,0,411563,5751010,100000,,POINT (411562.95490000024 5751010.180299999)
wes.66237,2,,,1,,470,170,477033,5751454,100000,,POINT (477032.7980000004 5751454.278899999)
wes.66238,2,,,3,Angabe zur Funktion fehlt,480,15,403877,5751466,100000,,POINT (403876.9151999997 5751466.169)
wes.66239,2,,,3,,440,0,457937,5751910,100000,,POINT (457937.40309999976 5751909.590299999)
wes.66240,2,,,0,Angabe zur Funktion fehlt,410,0,402746,5752098,100000,,POINT (402745.6157999998 5752097.511399999)
wes.66241,2,,,3,,480,90,456126,5752366,100000,,POINT (456126.4848999996 5752365.770300001)
wes.66242,2,,,3,,470,120,458194,5752527,100000,,POINT (458194.2894000001 5752526.9154)
wes.66243,2,,,1,,410,0,463024,5753696,100000,,POINT (463023.5903000003 5753695.7157000005)
wes.66244,2,,,3,,410,0,472541,5753816,100000,,POINT (472540.66060000006 5753816.4658)
wes.66245,2,,,3,"FLT, funktionsfähig",470,200,391830,5753934,100000,,POINT (391830.3195000002 5753934.1548999995)
wes.66246,2,,,3,Angabe zur Funktion fehlt,410,0,405275,5754103,100000,,POINT (405274.92250000034 5754103.050000001)
wes.66247,2,,,0,Angabe zur Funktion fehlt,410,0,419829,5754361,100000,,POINT (419829.48089999985 5754361.186799999)
wes.66248,2,,,0,Angabe zur Funktion fehlt,410,0,410997,5754577,100000,,POINT (410996.50879999995 5754576.5846)
wes.66249,2,,,2,keine Zufahrt,410,0,466433,5754905,100000,,POINT (466432.97780000046 5754905.4474)
wes.66250,2,,,3,Angabe zur Funktion fehlt,470,200,398648,5754994,100000,,POINT (398647.9451000001 5754994.126599999)
wes.66251,2,,,0,Angabe zur Funktion fehlt,470,150,414035,5755153,100000,,POINT (414035.2737999996 5755153.442299999)
wes.66252,2,,,3,,410,0,474062,5755357,100000,,POINT (474062.39190000016 5755356.8903)
wes.66253,2,,,0,Angabe zur Funktion fehlt,410,0,411147,5755913,100000,,POINT (411146.6645999998 5755912.863500001)
wes.66254,2,,,3,Angabe zur Funktion fehlt,470,200,401439,5755923,100000,,POINT (401438.7993999999 5755923.0188)
wes.66255,2,,,0,Angabe zur Funktion fehlt,450,0,419425,5756046,100000,,POINT (419424.6557 5756045.926999999)
wes.66256,2,,,3,Angabe zur Funktion fehlt,440,0,425757,5756216,100000,,POINT (425756.5675999997 5756215.926899999)
wes.66257,2,108008000240,,3,Feuerlöschteich,470,0,442145,5756325,100000,,POINT (442144.5706000002 5756324.502800001)
wes.66258,2,,,3,,470,170,433417,5756488,100000,,POINT (433417.01410000026 5756488.0495)
wes.66259,2,,,0,Angabe zur Funktion fehlt,410,0,406722,5756565,100000,,POINT (406722.09470000025 5756565.2173)
wes.66260,2,,,3,Angabe zur Funktion fehlt,470,150,397375,5756590,100000,,POINT (397374.76690000016 5756590.178400001)
wes.66261,2,,,3,Angabe zur Funktion fehlt,470,200,392700,5756821,100000,,POINT (392700.26570000034 5756820.702099999)
wes.66262,2,,,0,Angabe zur Funktion fehlt,410,0,413692,5756885,100000,,POINT (413691.75189999957 5756885.0955)
wes.66263,3,108008000434,2009,3,Feuerlöschteich,470,100,469102,5756892,100000,,POINT (469101.9422000004 5756891.907199999)
wes.66264,2,,,1,Spülung notwendig,410,0,460723,5757091,100000,,POINT (460722.6266000001 5757091.3476)
wes.66265,2,,,3,,410,0,475547,5757102,100000,,POINT (475546.91750000045 5757102.397700001)
wes.66266,2,,,3,,410,0,432675,5757107,100000,,POINT (432674.69519999996 5757107.210899999)
wes.66267,2,,,0,Angabe zur Funktion fehlt,410,0,408804,5757445,100000,,POINT (408803.6405999996 5757445.0879999995)
wes.66268,2,,,0,Angabe zur Funktion fehlt,470,150,399540,5757472,100000,,POINT (399539.95100000035 5757472.473300001)
wes.66269,2,,,3,,410,0,432853,5757501,100000,,POINT (432852.9442999996 5757500.818499999)
wes.66270,2,,,0,Angabe zur Funktion fehlt,410,0,404740,5757731,100000,,POINT (404739.98699999973 5757730.5865)
wes.66271,2,,,2,,410,0,474320,5758028,100000,,POINT (474319.7006999999 5758027.5209)
wes.66272,2,,,3,,410,0,476084,5758028,100000,,POINT (476084.22890000045 5758027.5209)
wes.66273,2,,,3,,410,0,473343,5758168,100000,,POINT (473343.3493999997 5758168.1808)
wes.66274,2,,,3,,410,0,432463,5758211,100000,,POINT (432462.6160000004 5758210.690099999)
wes.66275,2,,,3,Angabe zur Funktion fehlt,470,150,397218,5758268,100000,,POINT (397218.1562000001 5758267.873299999)
wes.66276,2,,,3,,410,0,472106,5758332,100000,,POINT (472105.8772 5758332.284)
wes.66277,2,,,2,,410,0,473880,5758524,100000,,POINT (473880.20129999984 5758523.754899999)
wes.66278,3,108411000036,2011,3,Löschwasserbrunnen,410,0,430953,5758574,100000,,POINT (430953.0318 5758574.106000001)
wes.66279,2,,,3,Offene Wasserfläche See,410,0,433087,5759091,100000,,POINT (433087.4227 5759090.6931)
wes.66280,2,,,3,,470,120,466041,5759370,100000,,POINT (466040.8197999997 5759369.7245000005)
wes.66281,2,,,3,Angabe zur Funktion fehlt,410,0,405198,5759557,100000,,POINT (405197.9106999999 5759557.052100001)
wes.66282,2,,,0,Angabe zur Funktion fehlt,470,270,427745,5759653,100000,,POINT (427745.3722000001 5759653.288699999)
wes.66283,2,,,3,Angabe zur Funktion fehlt,410,0,399325,5759665,100000,,POINT (399325.0804000003 5759665.489700001)
wes.66284,2,,,3,,470,120,463513,5759909,100000,,POINT (463512.9331 5759908.6534)
wes.66285,2,,,1,Angabe zur Funktion fehlt,440,0,432185,5760397,100000,,POINT (432184.7775999997 5760397.1929)
wes.66286,2,,,3,,470,150,475690,5760537,100000,,POINT (475689.8962000003 5760537.043)
wes.66287,2,,,3,,410,0,457864,5760537,100000,,POINT (457863.58469999954 5760537.449100001)
wes.66288,2,,,3,,440,0,432926,5760685,100000,,POINT (432926.1821999997 5760685.014599999)
wes.66289,3,108411000035,2011,3,Löschwasserbrunnen,410,0,430681,5760703,100000,,POINT (430681.1381999999 5760703.103700001)
wes.66290,2,,,0,Angabe zur Funktion fehlt,410,0,445282,5760786,100000,,POINT (445282.34470000025 5760786.48)
wes.66291,2,,,0,Angabe zur Funktion fehlt,420,0,429515,5760969,100000,,POINT (429514.93620000035 5760969.473999999)
wes.66292,2,,,3,Angabe zur Funktion fehlt,410,0,405930,5761241,100000,,POINT (405930.10030000005 5761240.7916)
wes.66293,2,,,3,Angabe zur Funktion fehlt,470,170,432002,5761369,100000,,POINT (432002.44020000007 5761369.156400001)
wes.66294,2,,,3,Angabe zur Funktion fehlt,440,0,429765,5761586,100000,,POINT (429765.3509999998 5761586.042199999)
wes.66295,2,,,0,Angabe zur Funktion fehlt,480,150,432364,5762165,100000,,POINT (432364.1009999998 5762164.8102)
wes.66296,2,,,0,Angabe zur Funktion fehlt,410,0,422790,5762299,100000,,POINT (422790.0303999996 5762298.5492)
wes.66297,3,10801000144,2010,3,Löschwasserteich,470,200,417469,5762322,100000,,POINT (417469.1129999999 5762321.681600001)
wes.66298,3,108009000428,2010,3,Löschwasserbrunnen,410,0,411634,5762388,100000,,POINT (411634.2344000004 5762388.4782)
wes.66299,2,,,0,Angabe zur Funktion fehlt,480,150,432174,5762700,100000,,POINT (432173.7917999998 5762700.4542)
wes.66300,3,108009000321,2010,3,Löschwasserbrunnen,410,0,410621,5762723,100000,,POINT (410620.63900000043 5762722.749)
wes.66301,3,108009000355,2010,3,Löschwasserbrunnen,410,0,414476,5762798,100000,,POINT (414475.5365000004 5762798.229599999)
wes.66302,2,,,0,Angabe zur Funktion fehlt,410,0,428267,5762986,100000,,POINT (428266.7851999998 5762986.081599999)
wes.66303,2,,,3,offene Wasserfläche Fließ,410,0,446220,5763014,100000,,POINT (446219.5153000001 5763014.400699999)
wes.66304,2,,,0,Angabe zur Funktion fehlt,410,0,433668,5763226,100000,,POINT (433667.8805999998 5763226.296399999)
wes.66305,3,108010000076,2010,3,in Abt 519 NEF 1,410,0,391146,5763382,100000,,POINT (391145.73539999966 5763381.510399999)
wes.66306,2,,,0,Angabe zur Funktion fehlt,410,0,428811,5763521,100000,,POINT (428810.7834000001 5763521.0383)
wes.66307,2,,,3,Göhlensee,410,,470590,5763524,100000,,POINT (470589.7684000004 5763524.033500001)
wes.66308,2,,,3,Offene Wasserfläche See,410,0,443599,5763606,100000,,POINT (443599.1347000003 5763606.499399999)
wes.66309,3,108009000354,2010,3,Löschwasserbrunnen,410,0,412190,5763726,100000,,POINT (412189.5553000001 5763725.5615)
wes.66310,2,,,0,Angabe zur Funktion fehlt,410,0,429869,5763910,100000,,POINT (429869.38040000014 5763909.570699999)
wes.66311,2,,,3,Offene Wasserfläche See,410,0,444541,5764016,100000,,POINT (444541.3761 5764016.396500001)
wes.66312,2,,,0,Angabe zur Funktion fehlt,450,0,433010,5764091,100000,,POINT (433010.0865000002 5764090.9681)
wes.66313,3,108413000031,2013,3,Feuerlöschteich,470,170,415408,5764147,100000,,POINT (415407.88800000027 5764146.905300001)
wes.66314,2,,,3,"Wasserentnahme abhängig vom
Wasserstand da Fließgewässer",410,0,407268,5764184,100000,,POINT (407268.35950000025 5764184.4221)
wes.66315,2,,,0,Angabe zur Funktion fehlt,450,0,433163,5764256,100000,,POINT (433163.04310000036 5764255.8433)
wes.66316,2,,,0,Angabe zur Funktion fehlt,450,0,433282,5764417,100000,,POINT (433282.23000000045 5764416.7456)
wes.66317,2,,,3,Offene Wasserfläche Fließ,410,0,439389,5764457,100000,,POINT (439389.4263000004 5764457.159399999)
wes.66318,3,108009000427,2010,3,Löschwasserteich,470,0,411570,5764674,100000,,POINT (411569.5367999999 5764674.4594)
wes.66319,2,,,3,Offene Wasserfläche Fließ,410,0,442644,5765246,100000,,POINT (442643.8547 5765245.545600001)
wes.66320,2,,,3,,450,0,416364,5765274,100000,,POINT (416364.0387000004 5765274.123299999)
wes.66321,2,,,3,Offene Wasserfläche See,410,0,443813,5765295,100000,,POINT (443812.97339999955 5765294.9055)
wes.66322,2,,,3,,450,0,417917,5765341,100000,,POINT (417916.9589999998 5765341.2487)
wes.66323,2,,,3,offene Wasserfläche See,410,0,446326,5765466,100000,,POINT (446325.9567 5765466.5)
